
Algorithm: 0

Procs: 2

Test: 1
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
262144                 97.71             25.91            162.99         100             96.72            101.38            108.75
524288                436.13             69.18            834.10         100            435.50            440.68            444.88
1048576               529.68            118.12            973.88         100            528.94            534.67            538.38

Procs: 8

Test: 1
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.93              0.20              2.12        1000              0.89              1.05              1.13
2                       0.94              0.19              2.23        1000              0.89              1.04              1.14
4                       0.90              0.19              2.14        1000              0.89              1.03              1.14
8                       0.91              0.19              2.19        1000              0.89              1.04              1.12
16                      0.89              0.19              2.16        1000              0.88              1.02              1.13
32                      1.13              0.21              2.85        1000              1.10              1.36              1.48
64                      1.04              0.20              2.63        1000              1.01              1.17              1.79
128                     1.33              0.23              3.31        1000              1.31              1.48              2.18
256                     1.41              0.24              3.46        1000              1.37              1.55              1.71
512                     1.49              0.24              3.71        1000              1.46              1.63              2.38
1024                    1.68              0.22              4.23        1000              1.66              1.83              2.21
2048                    2.18              0.30              5.24        1000              2.16              2.32              2.69
4096                    3.04              0.41              7.36        1000              3.00              3.23              4.12
8192                    3.84              0.72              9.72        1000              3.74              3.96              5.94
16384                   7.95              1.73             17.52         100              6.73             11.62             15.07
32768                  11.31              3.43             24.50         100             11.25             11.72             12.41
65536                  28.26              6.17             78.00         100             28.15             29.56             31.03
131072                 57.53             11.74            150.70         100             57.10             60.53             62.75
262144                212.38             36.62            404.54         100            211.18            216.50            237.55
524288                466.25             69.20            900.18         100            465.97            468.69            474.96
1048576               970.72            135.57           1898.25         100            970.80            973.77            975.32

Test: 2
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.98              0.14              2.27        1000              0.96              1.09              1.19
2                       0.97              0.14              2.28        1000              0.95              1.09              1.19
4                       0.99              0.14              2.32        1000              0.93              1.09              1.44
8                       0.97              0.15              2.29        1000              0.93              1.08              1.40
16                      0.94              0.15              2.26        1000              0.91              1.07              1.44
32                      1.17              0.20              2.98        1000              1.12              1.41              1.65
64                      1.09              0.19              2.88        1000              1.04              1.20              1.74
128                     1.38              0.23              3.46        1000              1.35              1.52              2.24
256                     1.42              0.24              3.54        1000              1.38              1.54              2.57
512                     1.52              0.23              3.79        1000              1.49              1.66              2.15
1024                    1.71              0.23              4.32        1000              1.68              1.87              2.65
2048                    2.23              0.30              5.37        1000              2.18              2.38              3.46
4096                    3.05              0.40              7.35        1000              3.01              3.19              4.93
8192                    3.84              0.74              9.62        1000              3.77              4.01              6.17
16384                   8.52              1.69             18.94         100              6.71             13.48             16.81
32768                  11.30              3.30             24.78         100             11.17             11.76             13.76
65536                  28.14              5.97             78.42         100             27.98             29.57             31.15
131072                 57.69             11.86            151.49         100             57.23             60.88             61.94
262144                215.60             35.89            410.89         100            213.80            227.13            245.33
524288                469.10             64.42            903.72         100            468.68            472.75            473.78
1048576               976.33            128.67           1911.16         100            976.26            981.20            982.52

Test: 3
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.88              0.18              2.08        1000              0.86              1.00              1.09
2                       0.88              0.18              2.09        1000              0.85              1.01              1.12
4                       0.87              0.18              2.04        1000              0.85              0.99              1.12
8                       0.88              0.18              2.11        1000              0.86              1.01              1.10
16                      0.86              0.18              2.05        1000              0.84              0.99              1.07
32                      1.13              0.20              2.92        1000              1.09              1.36              1.55
64                      1.00              0.19              2.57        1000              0.97              1.15              1.35
128                     1.33              0.23              3.36        1000              1.30              1.47              2.43
256                     1.38              0.23              3.40        1000              1.33              1.52              2.60
512                     1.47              0.23              3.68        1000              1.44              1.61              1.76
1024                    1.66              0.22              4.17        1000              1.63              1.82              2.32
2048                    2.16              0.29              5.19        1000              2.13              2.29              2.94
4096                    3.08              0.41              7.54        1000              2.98              3.19              3.64
