
Operation: bcast
Node: THIN

--------------------------------------------
Test: 1

Algorithm: 0
Procs: 2
Mapping: socket
Iterations: 20000
--------------------------------------------

Warmup: 200
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
524288                497.79            338.29            625.28       20000            502.16            515.33            519.33
1048576               957.32            666.12           1194.57       20000            947.77            993.15            998.08

Warmup: 1000
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       7.13              0.28             13.21       20000              6.71              7.20              9.03
2                       2.10              0.61              2.76       20000              2.01              2.24              2.80
4                       2.03              0.60              2.63       20000              2.00              2.23              2.50
8                       2.07              0.61              2.73       20000              2.02              2.25              2.56
16                      2.03              0.60              2.64       20000              2.00              2.24              2.55
32                      2.03              0.60              2.63       20000              2.00              2.23              2.60
64                      2.55              0.62              3.29       20000              2.52              2.88              3.31
128                     2.48              0.61              3.16       20000              2.44              2.74              3.13
256                     3.72              1.17              4.46       20000              3.67              3.96              4.34
512                     3.83              1.22              4.58       20000              3.78              4.09              4.37
1024                    4.30              1.29              5.17       20000              4.26              4.61              4.98
2048                    5.63              1.61              6.67       20000              5.58              6.06              6.48
4096                    7.55              2.82              9.13       20000              7.52              7.91              8.44
8192                   10.55              3.80             12.71       20000             10.50             10.97             13.86
16384                  16.40              5.76             19.72       20000             16.35             16.93             20.11
32768                  27.30             11.65             32.76       20000             27.21             27.96             31.40
65536                  50.64             23.56             61.41       20000             50.38             53.27             55.34
131072                 99.50             46.01            117.06       20000             99.03            103.27            104.97
262144                193.65             92.23            232.32       20000            193.09            198.00            199.95
524288                511.64            345.41            641.58       20000            497.83            546.45            549.44
1048576               947.93            691.36           1175.45       20000            949.03            966.89            977.35

Warmup: 2000
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       7.17              0.29             13.42       20000              6.82              7.32              9.29
2                       2.09              0.58              2.72       20000              2.03              2.26              2.59
4                       2.04              0.57              2.66       20000              2.02              2.26              2.57
8                       2.05              0.57              2.67       20000              2.03              2.25              2.48
16                      2.02              0.56              2.60       20000              1.99              2.24              2.62
32                      2.06              0.57              2.70       20000              2.02              2.26              2.54
64                      2.60              0.58              3.28       20000              2.56              2.96              3.40
128                     2.54              0.58              3.20       20000              2.50              2.84              3.28
256                     3.75              1.18              4.46       20000              3.70              4.00              4.49
512                     3.88              1.24              4.70       20000              3.85              4.15              4.43
1024                    4.34              1.29              5.15       20000              4.29              4.65              5.06
2048                    5.64              1.60              6.68       20000              5.60              6.04              6.41
4096                    7.73              2.92              9.40       20000              7.67              8.05              9.24
8192                   10.60              3.83             12.76       20000             10.53             10.92             13.89
16384                  16.59              5.88             20.08       20000             16.50             17.07             20.42
32768                  27.51             11.60             33.14       20000             27.40             28.10             31.97
65536                  51.67             23.64             63.34       20000             51.38             54.47             56.90
131072                 99.94             46.93            118.67       20000             99.48            103.93            105.40
262144                195.53             93.03            235.94       20000            194.83            199.96            201.93
524288                535.16            377.18            624.08       20000            519.62            565.74            568.78
1048576              1007.24            751.51           1231.16       20000           1006.80           1026.36           1038.17

Warmup: 5000
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       7.36              0.29             13.76       20000              6.81              7.27              9.13
2                       2.05              0.61              2.65       20000              2.02              2.25              2.46
