
Algorithm: 2

Procs: 2

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1048576               900.17            196.76           2302.44         100            901.34            916.67            922.02

Test: 4
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                    1959.08              0.97           3210.09        1000           3498.61           4000.94           4376.22
2                    1584.11              0.90           2694.47        1000              1.37           4000.39           4007.44
4                    1728.09              0.95           2497.32        1000              1.42           4000.80           4237.65
8                    1414.13              0.91           2427.73        1000              1.28           4000.49           4001.77
16                   2144.19              0.93           3273.82        1000           3499.58           4000.95           4003.19
32                   1933.51              1.05           3075.80        1000           3497.97           4000.76           4005.63
64                   2251.64              1.03           3857.50        1000           3499.93           4000.74           4870.08
128                  1593.92              2.59           2604.59        1000              2.86           4001.80           4005.29
256                  1816.81              2.66           2669.24        1000              3.03           4002.02           4876.54
512                  2884.25              2.90           4529.69        1000           3502.22           4002.38           4876.58
1024                 2158.00              3.44           3141.64        1000           3501.61           4002.58           4360.65
2048                 1514.13              4.95           2392.31        1000              5.16           4003.28           4004.61
4096                 2379.16              6.78           3727.08        1000           3504.42           4005.26           4238.71
8192                 1816.80             10.40           2967.38        1000             10.82           4007.68           4242.78
16384                3254.68             11.40           6889.92         100           3007.94           4505.64           4506.91
32768                2898.71             18.95           6883.59         100           3005.60           3512.02           3515.09
65536                1763.72             33.91           4164.65         100            533.41           4518.17           4519.28
131072               2843.27             65.10           6452.42         100           3034.98           4538.73           4540.24
262144               3284.15            123.55           6099.70         100           3072.30           3586.72           3716.59
524288               1021.44            212.37           2900.21         100            731.11           3131.29           3134.01
1048576              2103.82            391.53           4244.43         100           2807.83           3769.60           3804.40

Test: 5
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                    1975.91              1.00           2742.80        1000           3498.62           4000.92           4005.91
2                    1405.24              0.90           2342.88        1000              1.25           4000.25           4001.51
4                    1948.18              0.93           2935.28        1000           3498.26           4000.68           4001.91
8                    2172.08              0.96           4099.09        1000           3499.67           4000.47           4119.17
16                   1848.42              0.93           2729.60        1000              1.95           4000.87           4002.35
32                   2146.67              1.00           3409.41        1000           3499.82           4000.86           4125.96
64                   1271.08              1.08           1980.19        1000              1.52           4000.17           4229.39
128                  2651.06              2.67           4382.50        1000           3501.71           4002.52           4252.55
256                  1430.90              2.59           2281.20        1000              2.75           4001.60           4003.12
512                  1935.65              2.71           3201.09        1000           3499.58           4002.03           4116.31
1024                 2063.21              3.37           3541.21        1000           3501.06           4002.55           4008.19
2048                 1332.25              4.86           2394.57        1000              5.04           4002.81           4004.13
4096                 1971.34              6.80           2951.15        1000           3502.99           4004.90           4006.34
8192                 2774.42             10.64           4550.42        1000           3508.31           4008.54           4369.82
16384                1697.78             10.61           4044.94         100           2506.85           3006.72           3509.44
32768                2960.37             18.53           6197.32         100           3010.06           3512.06           3639.14
65536                1814.80             33.85           3746.00         100           2523.31           3522.00           3652.53
131072               1691.36             59.93           4096.34         100           2054.34           3035.07           3037.36
262144               3023.85            122.15           6281.53         100           3065.69           3585.16           3714.84
524288               2216.85            236.08           5145.55         100           2686.23           3130.86           3397.85
1048576              3193.98            408.91           6960.08         100           3218.25           3801.20           4753.30
